text,sentiment,original_text
malu sumpah mahasiswa padhaal demo tolak omnibus law nya tebak ego emang bayar tunggang mahasiswa depan ego pikir pendek intelektual gagas solusi mk kirim delegasi arah kampus poin poin omnibus law muka mk gakbaru nama mahasiswa kokoh diri tendensi intelektual an nyaapa salah fasilitas bangun uang rakyat hancur investor kabur anggur yassalamsebenarnya bela rakyat sisumpah erti siniatau emang universitas bangun mahasiswa rebut misi wallahu bissowabdan salah mahasiswa dukung demo maaf ya kawan beda pikir bersaudarasalam mahasiswayassaalammsaya cela cuil dibully,1,"Awowkwowko malu gw sumpah jadi mahasiswa. <br>Padhaal saya tidak menginginkan demo tolak Omnibus law. Cara nya saja sudah bisa ditebak kalo itu antara terlalu besar ego atau memang di bayar atau ditunggangi. <br>Terlihat bagaimana mahasiswa sekarang lebih mengedepankan ego dan berfikir pendek drpd intelektual.😑 <br>Seharusnya jika punya gagasan yg lebih memberi solusi, kan bisa ke MK, Mengirim beberapa delegasi begitu. Dan sebelumnya mempunyai atau melakukan briefing antar kampus masalah dalam  poin poin omnibuslaw tsb. Dan dikemukakan di depan MK. Bener gak??<br><br>Baru dengan cara spt ini NAMA BESAR MAHASISWA AKAN KOKOH BERDIRI SENDIRI TANPA TENDENSI DARI MANAPUN DENGAN SEGALA KEINTELEKTUAL AN NYA.<br><br>Apa saya salah?? <br>Kalo sudah begini?? Fasilitas yang dibangun oleh uang rakyat saja sudah hancur. Investor luar pada kabur 😆😑, pengangguran banyak. Yassalam...<br><br>SEBENARNYA, mereka itu mau membela rakyat atau apa si??<br>Sumpah gw gak ngerti lagi sampe sini...<br>Atau jangan2 memang ada suatu univ. Yg membangun mahasiswa dalam merebut misi yang lain?? <br>Wallahu a&#39;lam bissowab...<br><br>dan Saya salah satu Mahasiswa yg tidak mendukung demo itu 😑😁 maaf ya kawan. <br>Berbeda pemikiran bukan berarti kita tak bersaudara.<br>SALAM MAHASISWA✊<br><br>Yassaalamm<br>Saya siap dibully... Gak cuil saya dibully."
salah mahasiswa lawan aparat bakar rusak fasilitas negara dewan wakil rakyat enak enak bicara coba balik dewan wakil rakyat culik undang undang batal,1,"Kesalahan mahasiswa, melawan aparat, membakar dan merusak fasilitas negara, sedangkan DPR enak-enak saja berbicara. Coba terbalik DPR di culik pasti UU batal dalam 5 hari."
demo pantang pulang pasti,1,Demo itu pantang pulang sblm ada kepastian...
bikin rusuh oknum tanggung suka adu domba perintah rakyat,1,yang bikin rusuh itu sebenarnya oknum gak bertanggung jawab. sukannya mengadu domba pemerinthan dan rakyat
undang undang cipta kerja mending undang undang hukum mati koruptor,1,Daripada buat uu cipta kerja mending buat uu hukuman mati para koruptor
demo demo sesuai kaya preman rusak fasilitas,1,Demo boleh demo tapi harus sesuai jangan kaya preman merusak pasilitas
rusuh negara jiran ketawa satu,0,Rusuh terus kalian. Kami negara jiran saling ketawa melihat kalian yg tidak bersatu . Hahaha
bincang ketua rusuh nya kasihan rakyat rusa harta benda awam bantu negara turun musibah berat,1,Bincang baik2 dgn ketua perusuh nya... kesian rakyat dan juga bnyk pastinya kerosakan pda Harta benda awam....bantulah negara serumpun kmi ini... mereka dalam musibah yg berat...
moga sediakala,1,Moga kembali seperti sediakala...
sabar ya jiran moga tabah doa baik saudara semangat ya saudara moga lindung azab zalim perintah,1,sabar ya jiran  .moga kalian tabah. kami mndoakan yg terbaik buat kalian saudara disana. tetap semangat terus ya saudara. moga kalian dilindung dari azab dizalimi pmrntah.
ya allah negara cinta hancur liar negeri sedih rakyat patuh rakyat malaysia,0,YeAllah kenapa negara q tercinta jadi hancur aq melihat dari liar negri sedih rakyatnya gak patuh gak seperti rakyat di malaysia
awas oknum samar,1,Awas banyak oknum yg menyamar..
demo rusuh pecat buruh,0,Demo kok rusuh . <br>Pecat aaaaje tu buruh
draf kasih anggota hadir rapat omnibus law rusuh demo reda perintah tutup undang undang omnibus law cenderung kesan undang undang omnibus law indonesia citra faham orang orang politik kotor bohong indonesia habis jual,1,klo drafnya dikasihkan ke semua anggota yang hadir dalam rapat Omnibus Law... kerusuhan demo pastinya bisa reda... tapi pemerintah  tertutup terhadap UU Omnibus Law dan cenderung kesannya seolah  UU Omnibus Law baik bagi Indonesia dan pencitraaan....  aku faham orang2 politik kotor semua.... banyak ngibul.... asbun .... lama2 Indonesia habis dijual .....
mahasiswa tantang adu uji materi mk demo penting buruh murni demo bayar rusuh penting dalang makar,1,"MAHASISWA YANG TIDAK MAU DITANTANG ADU UJI MATERI DI M.K - BERARTI  MEREKA BERDEMO BUKAN UTK KEPENTINGAN BURUH !,   TETAPI MURNI ITU DEMO BAYARAN UNTUK BIKIN RUSUH UNTUK KEPENTINGAN DALANG, YAITU MAKAR  !!"
tetes darah terakhirrrrmerdeka mati rakyat rakyat berat,1,Sampai tetes darah terakhirrrr...<br>Merdeka atau Mati....rakyat rakyat harus beratu
alih isu cari dalang tunggang donatur omnibus law biang kerok semu anarkis curiga skenario perintah pikir rakyat tunduk usaha usaha usaha tingkat peringkat kaya forbes buruh usaha nafkah keluarga nya miris banget rakyat kejam rakyat,1,"Skrg mereka mengalihkan isu dgn mencari siapa dalang, siapa yg menunggangi, siapa donaturnya, pdhl udah sangat jelas omnibus law lh biang kerok semuanya, k&#39;lo pun ada yg anarkis, saya malah curiga ini sekenario mereka, pemerintah harus tegas memikirkan rakyatnya jgn malah tunduk sm pengusaha, pengusaha hanya berusaha meningkatkan rangking kekayaannya di forbes, tpi buruh hanya berusaha menafkahi keluarga nya, sangat miris bnget, katanya merakyat tpi sangat kejam sm rakyat,"
moga cepat pecat amin,0,"Semoga secepatnya kalian di pecat, amin."
dewan wakil rakyat diam tolong lapor,0,DPR  AFK tolong report..
harap pahlawan selamat indonesia zalim rezim ya allah selamat sakit,1,Berharap ada pahlawan yang menyelamatkan indonesia dari ke dzoliman para razim. Ya allah selamatkanlah kami yang terdzolimi.
panjang dewan wakil rakyat dewan p perwakilanr rampokdpr cupu main gendut,0,Kepanjagan dari DPR <br>D dewan <br>P perwakilan<br>R rampok<br>DPR itu cupu main gendok
rakyat berani gigit pakai polisi,0,KALAU RAKYAT berani akan saya GIGIT pake POLISI.
demo anarkisme demo sesuai atur,1,"Berdemolah tanpah harus anarkis <br>Dan, demo lah sesuai aturan,"
negara adil timbul keras terorisme,1,"negara tanpa keadilan yg timbul hanya kekerasan,dan mungkin terorisme"
polisi luka berita rakyat demo luka luka berita,0,Polisi terluka di beritain.. Rakyat yg demo banyak yg luka2 ga di beritain..
polisi lindung ajar hajar polisi hajar dewan wakil rakyat nya,1,"Polisi itu hanya ingin melindungi,knapa kalian para pelajar menghajar polisi.yang seharusnnya kalian hajar itu DPR nya"
nenek moyang pahlawan bangsa merdeka negeri merdeka ayo ubah bangsa kerja keras cita cita cita bangsa bangsa musyawarah bangsa hormat pahlawan terima kasih salam damai,1,"nenek moyang pahlawan bangsa kita ingin memerdekakan negeri ini,udah merdeka lama begini.ayo kita rubah,kita bangsa besar dan pekerja keras demi cita cita.kita bangsa yg baik dan bangsa yg bisa di musyawarahkan dengan baik dan kita bangsa menghormati pahlawannya.terima kasih salam damai."
akibat egois,0,Akibat eg0is
negara aneh pahlawan susah payah satu negara dewan wakil rakyat aneh aneh aja maju nya negara malu aja,0,Memamg Negara Yg Aneh. Pahlawan Susah Payah Menyatukan Negara Ini Malah DPR Aneh² Aja Kapan Mau Maju Nya Negara Ini Buat Malu Aja
maju dikit dikit demo demo demo indonesia negara demo front bela islam demo,0,Mcm mana kn maju dikit2 demo demo demo indonesia negara demo .fpi juga demo hahaha
indonesia barbar salam malaysia moga cepat sembuh selesai indonesia,1,Bukan indonesia kalo ngak barbar ✊🏻🔥🇮🇩. Salam dari Malaysia 🇲🇾. Moga cepat sembuh n selesai masalahnya indonesia ❤️
negeri jiran malaysia sedih tengok indonesia rusuh covid puncak allah akbar dah amerika dah moga mudah urus sentiasa sehat amin,1,aku sebagai negeri jiran Malaysia sedih tengok indonesia dengan kes rusuh covid19 semakin memuncak allah akbar dah macam amerika dah semoga dipermudahkan segala urusan dan sentiasa diberi kesihatan Amin
si berita nya televisi rakyat mahasiswa olah salah,1,Kenapa si berita nya yang di up tv selalu rakyat dan mahasiswa seolah olah mereka yang salah
lembaga polisi mending bubar hajar bela orang elit bela rakyat anggap aman negara anggap musuh siksa rakyat indonesia kah polisi perang rakyat rakyat roboh markas siksa rakyat,1,Lembaga kepolisian mendingan di bubarkan saja diahaya membela orang elit saja tida membela rayat kami tida menganggap mu sebagay keamanan di negara ini tapi kami menganggap mu sebagay musuh kalo kalian menyiksa rayat Indonesia siap kah polisi perang sama rakyat  rakyat mampu merobohkan markas mu kalo kalian menyiksa rakyat
polisi bantu elit politik siksa masayarakat mending polisi negara tolong tentara nasional indonesia bantu rakyat raya polisi rakyat tentara nasional indonesia bantu,1,Kalo polisi membantu para elit politik meyiksa masayarakat mendingan jangan ada polisi di negara ini tolong kepada TNI bantu rayat mu kami bukan raya polisi tapi kami rayat mu TNI bantu kami
rakyat satu,1,Rakyat harus bersatu
bantu rakyat polisi sakit rakyat uang jabat,1,"Bantu rakyat mu pak polisi,,  jgn sakiti rkyat mu hnya krna uang dan jabatan"
bikin undang undang dewan wakil rakyat amuk dewan wakil rakyat daerah,1,Yang bikin Undang undang DPR yg diamuk DPRD 😂😂😂😂
dpr enak sembunyi roboh gedung dewan wakil rakyat rugi negara roboh rumah pribadi dewan wakil rakyat,0,"Dprnya enak pada sembunyi wkwkwkkw...., Ngapain loe rubuhin gedung dpr merugikan negara, rubuhin rumah pribadi dpr aja"
rusuh provokator lampias dendam polisi langgar langgar laku oknum oknum polisi rugi masyarakat masyarakat lawan takut massa demo kumpul massa situ lampias dendam polisi rusuh bentrok tentara nasional indonesia tentara nasional indonesia polri aparat polisi hujat tentara nasional indonesia bangga coba serang polisi demo omnibus hukum omnibus law bentrok tentara nasional indonesia polis republik indonesia enteng rusuh provokator pasu nasi bungkus rakyat indonesia moga institusi polisi jaga marwah harga masyarakat indonesia,1,"Mereka bukanlah perusuh, mereka bukan lah Provokator. tapi mereka ingin melampiaskan dendam terhadap Kepolisian, karena selama ini banyak sekali pelanggran2 yang di lakukan oleh oknum2 POLISI yang merugikan MASYARAKAT. Masyarakat ingin melawan takut, karena mereka tak punya MASSA. tapi saat terjadi DEMO dan berkumpulah beberapa MASSA, di situlah mereka MELAMPIASKAN DENDAM terhadap KEPOLISIAN, kalo mmg mereka perusuh. knp saat terjadi bentrokan, TNI tidak di apa2kan, padahal TNI dan POLRI sama2 Aparat..... POLISI yang lewat di HUJAT. TNI yang datang di BANGGAKAN.....COBA KALIAN TANYAKAN pada mereka yang melakukan penyerangan terhadap kepolisan saat terjadi DEMO OMNIBUS LAW .... mereka tidak tahu apa2 .... tentang OMNIBUS LAW, ingat bentrokan juga pernah terjadi antara TNI dan POLRI, jangan pernah enteng mengucapkan mereka perusuh, mereka provokator, mereka pasukan nasi bungkus. yang harus kita ketahui mereka adalah juga RAKYAT INDONESIA. Semoga INSTITUSI KEPOLISIAN lebih baik dan selalu menjaga MARWAH agar di hargai oleh Masyarakat INDONESIA"
aparat rakyat gaji sadis,0,Hey...aparat...itu rakyst yg menggsjimu jgn sadis dong0
awas demo dimensi demo kali cium dengar duga emang milik tuju beda motivasi duga tuju tumbang perintah sah maju calon presiden kelompok cium tuju diri negara khilafah islamiah emang murni asli tuju juang hak buruh isi undang undang cipta kerja kelompok demonstran duga dompleng demo buruh wujud niatn hindar rusuh nasional serikat buruh pandai pandai kondisi juang efektif capai timbul kacau bangsa pandemi global sengsara bangsa dialog langsung perintah tuju aju gugat yudisial ulas buka mahkamah konstitusi bahas poin poin sepakat insya allah rida allah pokok buruh tunggang,1,"AWAS INI DEMO 3 DIMENSI ! :   <br>Demo kali ini : tercium, terdengar dan dapat diduga memang memiliki 3 tujuan yg sangat berbeda motivasinya. Ada yg dapat diduga bertujuan menumbangkan Pemerintahan yg sah utk memajukan Capres Kelompoknya,  ada  juga yang tercium  bertujuannya mendirikan negara Khilafah Islamiyah   dan   ada yang memang murni asli bertujuannya memperjuangkan Hak Buruh atas Isi UU Cipta Kerja. Ke-2 kelompok Pendemo tsb diatas,  dapat  diduga <del>mendompleng</del>  Demo Buruh untuk mewujudkan niatnya masing2.  Untuk menghindari kerusuhan Nasional,  ada baiknya Serikat Buruh pandai2 melihat kondisi yg ada agar perjuangannya efektif tercapai tanpa harus menimbulkan kekacauan bangsa di tengah Pandemi Global yg tentunya akan sangat menyengsarakan bangsa ini.  Untuk itu segera saja berdialog langsung dgn Pemerintah dan bila tidak setuju ajukan Gugatan Judicial Review terbuka ke Mahkamah Konstitusi, bahas point2 mana yg tidak sepakat. Insya Allah mendapat ridho Allah SWT.  Pokoknya Buruh jangan mau ditunggangi !!"
negara hukum filmyang duit menangsubhanallah,0,Mau jadi apa negara kita..hukum skrng ky seperti di filem..yg bnyk dwt menang..subhanallah
perintah pura pura buta tuli suara rakyat coblos suara rakyat dengar,1,"Pemerintah pura2 BUTA dan TULI dgn suara rakyat, percuma nyoblos tapi akhirnya suara rakyat tidak didengar"
nasib corona demo,0,Pie nasib e corona nak ono demo 😂😂
mari demo doa moga korban buka mata hati perintah ikut tuntut rakyat,0,Mari yg ga ikut demo kita berdoa semoga ga ada korban dan terbuka mata hati pemerintah untuk mengikuti tuntutan rakyat. 🙏💪💪💪
hebat ya pimpin negeri negeri demokrasi otoriter ya opini publik biar rakyat takut muka dapat biar rakyat takut bela benar tolong fokus aksi anarkisme nya cari akar nya cari akibat nya oke anarkisme salah rakyat anarkis peran perintah hadir rangkul demo cari solusi bareng hadir tenang demonstran kabur katan kangen demo kabur gilir rakyat anarkisme penjara adil aparat main hakim babi buta pukul hewan adil hebat banget ya pimpin kuasa media televisi televisi partai koalisi dukung pimpin rezim dukung digital bayar bayar serang opini publik salah salah anarkisme nya demonstran tayang televisi gilir anarkisme nya aparat sembunyi rakyat cerdas,1,"Hahaha hebat sekali ya pemimpin negeri ini negeri demokrasi ko otoriter ya? Buat opini ke publik biar rakyat takut akan mengemukakan pendapat! Biar rakyat takut membela kebenaran😂 tolong jangan hanya fokus kepada aksi anarkis nya saja cari akar masalah nya! Cari sebab akibat nya! Oke lah anarkis itu salah, tapi di balik itu ada pertanyaan kenapa rakyat bisa anarkis? Kenapa? Tidak adanya peran pemerintah yang hadir merangkul pendemo, cari solusi bareng, hadir menenang kan pendemo bukan malah kabur! Katanya kangen di demo? Ko kabur? Giliran rakyat anarkis di penjarakan di adili sedangkan aparat main hakim sendri membabi buta memukuli  seperti hewan tidak di adili😂 Hebat banget ya pemimpin sekarang selain menguasai media televisi karna yang punya televisi adalah partai koalisi pendukung pemimpin rezim ini 😂 blm lagi di tambah buzer bayaran yang menyerang melalui opini publik yang bener jadi salah yg salah jadi bener😂 anarkis  nya pendemo tayang di televisi giliran anarkis nya aparat di sembunyikan 😂 rakyat udah cerdas bung!"
negeri juta drama,0,Negeri Sejuta Drama🤣
tumbang merdeka,1,"Tumbangkan,, merdeka..!!"
mahasiswa adab yapadahal islam ajar demoislam ajar musyawarah,0,mahasiswa kok gk punya adab ya<br>padahal islam gak ajarkan demo<br>islam ajarkan musyawarah.
ya allah mahasiswa laku bikin rusa muka bumikok iblis laku yahudi,0,"ya allah,mahasiswa kok kelakuannya bikin kerusakan dimuka bumi.<br>kok kayak iblis,kelakuan kayak yahudi."
demo anarki sampah masyarakat arah hancur,0,Yg demo anarki itu adalah sampah masyarakat yg harus diarahkan kalo gk bisa hancurkan saja
moga sehat buruh mahasiswa dewan wakil rakyat sakit,0,"Semoga sehat semua u buruh dan mahasiswa, DPR lagi sakit"
smpai kpan negara indonesia bebas demo polisi trluka langsung sorot gw trjatuh kgak nyocot,0,Entah smpai kpan negara indonesia bebas dari demo ....polisi trluka langsung disorot ..gw trjatuh jg kgak ada yg nyocot 😄
gebuk polisiwong demo rusak,0,Pantas digebuk polisi...wong demonya merusak...!!!
wajar,0,Itu Wajar
nya polisi adu domba dewan wakil rakyat,0,Mau nya polisi di adu domba sama dpr
rakyat luka viralkan takut cabut izin siar,1,Rakyat yg terluka gak akan di viralkan karna takut di cabut izin siaran
katan polisi ayom stiap demo brujung maut kadang polisi susup demonstran propokasi polisi gaya preman nasi bungkus hadap demo,1,Katanya polisi mengayomi ko stiap ada demo brujung dgn maut dan kadang polisi menyusup di antara pendemo dan mnjadi propokasi dan polisi slalu gaya preman nasi bungkus klo menghadapi demo
astagfirullah indonesia ksi frontline kmu covid kmu trtinggi asia sya sbgai orang mlysia ksi tngok kmu stiap hri angka dah cecah sjuta please ptuhi printah,1,astagfirullah indonesia tak ksian ke dekat frontline kmu? kes covid-19 kmu trtinggi di asia sya sbgai org mlysia ksian tngok kmu stiap hri angka dah dekat cecah sjuta kes please ptuhi printah 🙏🏻😭
social distancing takdemask pakaihmmmm wujud kluster demonstrasigood job indonesia,0,Social distancing takde...<br>Mask tak pakai...<br>Hmmmm wujudlah kluster demonstrasi....<br>Good job indonesia
rusak bangsa,0,Rusak sudah bangsa ini
kasihan polisi selesai didik habis duit tempur buruh akibat bijak orang orang hebat bareng tunggu proyek baik pikir akhirat,1,Kasihan buat polisi yg baru selesai pendidikan. Baru aja abis duit banyak. Harus tempur dengan para buruh... Akibat kebijakan yg dibuat oleh para orang2 hebat yg sekarang lagi ngopi bareng. Selanjutnya nunggu proyek perbaikan... Lanjutkan... Jangan pikirkan AKHERAT...
pimpin negeri rakyat susah putus hubung kerja mana hilang mata cahari covid duduk kursi empuk gaji tunjang lengkap bijak sesat masyarakat mana letak nurani,1,"Wahai pemimpin negeri ini, rakyat sdh susah,PHK dmn mana, kehilangan mata pencaharian karena covid, kalian yg duduk di kursi empuk,gaji besar, tunjangan lengkap,tapi justru membuat kebijakan yg semakin menyensarakan Masyarakat ..dimana letak nurani kalian ??"
dewan wakil rakyat dewan rampok rakyat dewan wakil rakyat dewan peras rakyat dewan wakil rakyat dewan tipu rakyat dewan wakil rakyat dewan malak rakyat dewan wakil rakyat dewan tindas rakyat dewan wakil rakyat dewan perkosa rakyat dewan wakil rakyat dewan bunuh rakyat dewan wakil rakyat dewan gusur rakyat dewan wakil rakyat dewan hasut rakyat dewan wakil rakyat dewan hancur rakyatdpr dewan khianat rakyat dewan wakil rakyat dewan cekik rakyat dewan wakil rakyat dewan tikam rakyat dewan wakil rakyat dewan cundang rakyat dewan wakil rakyat dewan jilat rakyat dewan wakil rakyat dewan sengsara rakyatdpr dewan wakil rampok rakyat,0,DPR - DEWAN PERAMPOK RAKYAT <br>DPR - DEWAN PEMERAS RAKYAT <br>DPR - DEWAN PENIPU RAKYAT <br>DPR - DEWAN PEMALAK RAKYAT <br>DPR - DEWAN PENINDAS RAKYAT <br>DPR - DEWAN PEMERKOSA RAKYAT <br>DPR - DEWAN PEMBUNUH RAKYAT  <br>DPR - DEWAN PENGGUSUR RAKYAT <br>DPR - DEWAN PENGHASUT RAKYAT <br>DPR - DEWAN PENGHANCUR RAKYAT<br>DPR - DEWAN PENGKHIANAT RAKYAT <br>DPR - DEWAN PENCEKIK RAKYAT <br>DPR - DEWAN PENIKAM RAKYAT <br>DPR - DEWAN PECUNDANG RAKYAT <br>DPR - DEWAN PENJILAT RAKYAT <br>DPR - DEWAN PENYENGSARA RAKYAT<br>DPR - DEWAN PERWAKILAN RAMPOK RAKYAT
c n n media antek asing banget ambil sudut pandang berita,0,C-N-N apakah media antek asing? Keliatan banget ngambil sudut pandang pemberitaannya.
rusuh rusuh kuasa tinggal diam nya,0,Kl mungkin tetap rusuh dan membuat rusuh saja yakinlah yg Kuasa tdk tinggal diam sama hal nya yg sdh trjadi
tanda tanda zaman tunggu nya imam mudah muslim binasa adil muka bumi kiamat zalim adil imam mahdi,0,tanda tanda akhir zaman..tunggu pada hari nya akan datang imam mudah seorang muslim untuk membinasakan ketidak adilan dimuka bumi ketika akan dekat hari kiamat agar tidak ada lagi kezolliman ketidak adilan dialah imam MAHDI.
mahasiswa luka parah,0,Idihh mahasiswa udah banyak tih yg terluka parah lah ini ajir
tolong aparat polisi hormat tindak adil,1,Tolong bpk2 apart kepolisian yg sy hrmati.brtindak lah yg adil.
salah demo anggota dewan wakil rakyat fahri hamzahfadli zonaldian napitulumereka tiga mantan aktivis era reformasi anggota dewan wakil rakyat,1,"Saya Yakin Suatu Saat Salah Satu Dari Mereka&#39;&#39;Para Pendemo&#39;&#39; pasti bakal Ada Yang Menjadi Anggota DPR !!!!<br><br>Seperti Fahri Hamzah,Fadli Zon,Aldian Napitulu<br>Mereka bertiga Adalah Mantan Aktivis Di ERA Reformasi Yang Sudah pernah Menjadi Anggota DPR !!!"
aman pukul demonstran sedih negeri,1,"Tidak seharusnya pihak pengamanan memukuli pihak demonstran, saya merasa sedih melihat negri ini."
polisi,0,Polisi di pihak siapa?
negara kacau kacau balauada hati urus negara org,0,Negara sendiri kacau bilau..ada hati mau ngurus negara org..🤣🤣🤣🤣🤣
rusak fasilitas rugi uang negara beda koruptor demonstran rusuh penjara ganti rugi negara uang rakyat buang gara gara rusa fasilitas umumtolong buat undang undang hukum usak fasilitas negara penjara uang rakyat pakai baik,1,"Merusak fasilitas umum merugikan keuangan negara .  apa bedanya dengan koruptor? pendemo rusuh gini harus dipenjara dan harus ganti rugi kepada negara.... berapa uang rakyat terbuang? gara2 perusakan fasilitas umum...tolong pembuat UU hukum para perusak fasilitas negara, penjarakan mereka... itu. Uang rakyat juga akhirnya yg dipakai memperbaiki itu semua."
kelompok rusuh atas nama rakyat demonstrasi isi undang undang cipta kerja nya aslipenyebar hoaks,1,Sekelompok perusuh yang mengatas namakan rakyat berdemonstrasi tanpa mengetahui isi undang2 cipta kerja nya yng asli..😄😄😄..penyebar hoax..
semangat kawan kawan juang adil,1,Semangat kawan2 berjuwang terus demi keadilan
indonesia satu rakyat susahsekarang susah mapan gimana hati hati kapitalis henti urus mimpi pribadi tidur tega saudara bangsa tanah air enggan bagi bisnis cipta untung judul menang menang solution sedih mana hormat licik moga allah tanding cepat moga lawan allah cepat,1,"Indonesia bersatu karena rakyatnya waktu itu sama-sama susah.<br><br>Sekarang, sebagian susah, sebagian mapan. <br><br>Jadi gimana? Hati2 kalian para kapitalis. <br>Kalian tak henti mengurusi mimpi pribadi kalian terus, di saat yg lain tertidur saja tidak bisa. Dan kalian masih tega mengatakan &quot;kita saudara sebangsa dan setanah air&quot;, padahal kalian enggan berbagi. Setiap bisnis yg kalian ciptakan selalu menguntungkan kalian, meski dengan judul &#39;win win solution&#39;.<br> <br>Sedih kami melihat keadaan dmn semakin terhormat justru semakin licik kalian. Semoga Allah menjadi tandingan kalian secepatnya. Semoga lawan kalian adalah Allah secepatnya."
partai usung omnibus law pilih tau partai pilih pilih partai tau ubah pimpin perintah ganti,1,"Sudah saatnya, partai pengusung omnibus law kita jangan pilih lagi. Anda mungkin tau partai mna saja yg harus kita jngn pilih. 2024 sangat penting. Bila anda tetap memilih partai yg itu lg, anda tau pasti tetap takan ad perubahan, meski pemimpin pemerintahan sudah diganti."
selamat negara satu republik indonesianegara senang suguh dagel drama pemerintahanyang kuasa sibuk bicara investasimemuaskan hasrat kuasa oligarkisedang rakyat paksa tunduk suara takut dicidukdewan wakil rakyat katanyatapi rakyat wakil olehnyasahkan undang undang omnibus rakyat tertidurrakyat bangun suara mundurcek video lengkap resmi puisi amarah tolak omnibus law,1,Selamat datang di negara kesatuan republik indonesia<br>Negara yang senang menyuguhkan dagelan dan drama pemerintahan<br>Yang Penguaaanya sibuk berbicara investasi<br>memuaskan hasrat kekuasaan dan oligarki<br>Sedang rakyatnya dipaksa tunduk karena jika bersuara takut diciduk<br><br>Dewan Perwakilan Rakyat katanya<br>Tapi Rakyat sama sekali tak merasa terwakili olehnya<br>Sahkan Undang Undang omnibus diwaktu rakyat tertidur<br>Rakyat bangun dan bersuara malah dipukul mundur<br>.<br>Cek vidio selengkapnya di bibilionarsisis official | Puisi Amarah.. Tolak Omnibus Law
indonesia malu malaysia,0,Indo tak malu dgn malaysia ke?? Haha
urus politik bocah ikut demo sejahtera tanah air,0,"Udahlah itu urusan politik yang masih bocah jangan ikut ikutan demo, sejahtra lah wahai tanah air ku"
mahasiswa biasa tawurandemo baca undang undang nya dah demo bodohmulut sok tau bau malu mahasiswa,0,Mahasiswa ini terbiasa tawuran..demo to baca UU nya dh TDK. Demo tergoblok..mulutnya sok tau dan bau malu lah kau mahasiswa
mati ya polisi,0,Mati yo ngonoh polisine ...
untung ya rugi,0,"Untungnya apa ya melakukan hal seperti itu, merugikan diri sendiri..."
lihat sedih banget,0,Lihat yg terjdi sdihbnget
polisi luka langsung berita gimana polisi main keroyokan mahasiswa,1,"Polisi luka dikit langsung dibesarin brritanya, trus gmna pra polisi yg main keroyokan sama mhsiswa"
polisi pakai pukul kasihan mahasiswa adik saudara mahasiswa,1,Polisi jgn pake memukul. Kasian mahasiswa. Rek. Masa gak punya adik atau saudara yg mahasiswa
salah pilih pimpin,0,salah pilih pempinn
rakyatdari gaji kaliansemuasemuanya rakyat bos bos khianat janji,0,Kalo gk ada rayat..dari mna gji klian..smua..smuanya dari rakyat boss. Ingat bos ..jngan hianati jnji klian..
pakai omnibus law,1,Sudahlah jangan dipakai tu omnibus law
maju mahasiswa,1,Maju teruss mahasiswa
