text,sentiment,original_text
hai manusia banyak syukur allah manusia kufur nikmat azab allah,0,"hai manusia banyak-banyaklah kamu itu bersyukur kepada allah, jangan jadi manusia yang kufur nikmat sebelum kamu di azab sama allah"
nih kerumun panggil polisi ya,0,nih kerumunan kenapa tidak dipanggil polisi ya
kota hancur,0,itu ibu kota apa kalian hancur tidak ada cara lain apa
demo batal mental preman bayar,0,yang demo batal mental preman yang dibayar
demo bentuk demokrasi negara aksi damai pro kontra,1,demo adalah satu bentuk demokrasi negara yang penting aksi dilakukan dengan damai karena pasti ada pro dan kontra
gimana nih demo rancang undang undang cipta kerja,0,gimana nih ada demo lagi tidak bagaimana dengan Rancangan Undang-Undang cipta kerja
psikologis mental masyarakat stabil senjang tidak pasti,0,"secara psikologis, mental masyarakat sudah tidak stabil, karena kesenjangan dan ketidak pastian"
rame rame hukum omnibus segitu tindak,0,sudah rame rame hukum omnibus ? <br> sudah? <br> segitu saja ? <br> apa tindak lanjut ? <br> tahun depan akan terjadi yang tidak ingin <br>
terima kasih perintah,0,seperti inikah cara kalian berterima kasih ke pemerintah?
nama nesha kelas absen dapat siswa smp ikut mahasiswa pukul lihat media televisi sesuai amal pancasila aparat polisi bijak tanggap,0,nama : nesha <br> kelas : <br> absen : 30<br><br><br> pendapat saya siswa smp atau sama itu mungkin hanya ikut-ikutan para mahasiswa tapi mengapa sampai ada yang dipukul seperti yang saya lihat di media televisi mungkin itu terlalu berlebihan tidak sesuai dengan pengamalan pancasila mungkin depan para aparat kepolisian bisa lebih bijak dalam menanggapi hal seperti ini-ini
suasana virus hilang orang demo,0,suasana lagi begini <br> virus belum hilang masih juga orang demo 😞
oknum buat rusuh rusak negara satu republik indonesia,0,oknum pembuat rusuh itulah yang merusak Negara Kesatuan Republik Indonesia
indonesia gagah bangkit saudara menang tunggu satu rang musuh nyata jiwa tenang allahu akbar malaysia,0,"wahai indonesia yang gagah bangkitlah saudaraku, bersiap untuk kemenangan sedang menunggu kita bersatu perangi musuh yang nyata dengan jiwa yang tenang allahu akbar<br> <br> malaysia ♥️"
bikin mahasiswa marah perih min gas air mata ti,0,itu yang bikin mahasiswa marah kira tidak perih min gas air mata ti
nama irfan muhammad hamzah kelas absen dapat siswa siswi smp doang tau jelas lengkap rancang undang undang cipta kerja dapat tindak anarkis tindak polisi medsos pukul mahasiswa tindak pukul manusia contoh tindak sesuai nilai pancasila hidup hari,0,"nama : irfan muhammad hamzah <br> kelas : <br> absen 12<br> <br> pendapat saya, siswa siswi smp atau sama hanya ikut ikut doang dan tak tau penjelasan lengkap tentang Rancangan Undang-Undang cipta kerja pendapat saya tentang tindakan anarkis itu tindakan yang tidak boleh dilakukan dan saya melihat banyak polisi di medsos yang memukuli mahasiswa , bagi saya tindakan memukuli sesama manusia itu merupakan contoh tindakan yang tidak sesuai dengan nilai pancasila dalam kehidupan sehari hari"
rusuh oknum jadi harap demo pancing kondusif suara inspirasi dapat tolak rancang undang undang cipta kerja coreng warga negara indonesia,0,kerusuhan tidak akan terjadi jika tidak ada oknum yang memulai kejadian ini diharapkan para pendemo tidak terpancing yang awalnya kondusif menyuarakan inspirasi mereka jadi pendapat saya tentang menolak rancangan undang undang cipta kerja sangat mencoreng warga negara indonesia
nama muhamad ifat kelas absen dapat rancang undang undang cipta kerja serah perintah demo rusak fasilitas,0,nama : muhamad ifat <br> kelas : <br> absen : 14<br> <br> menurut pendapat saya rancangan undang undang cipta kerja ini saya menyerahkan pada pemerintah saja <br> karena saya tidak mau ada demo karena akan merusak fasilitas di tempat tersebut
makna suara dengar diam tindas oknum oknum sistem perintah amanah bos wargarakyat,0,"jika kata tak lagi bermakna, jika suara tak didengar jika diam semakin tertindas hal seperti ini tak perlu terjadi jika oknum-oknum di sistem pemerintahan bisa amanah ke bos ( warga)/rakyat"
nama wahyu permana putra nangani kelas absen pribadi rancang rancang undang undang cipta kerja serah perintah pribadi suka demo demo rusak fasilitas perintah rugi negara rakyat dapat pribadi,0,"nama: wahyu permana putra nangani <br> kelas : <br> absen : 35 <br> <br> menurut saya pribadi masalah rancangan rancangan undang undang cipta kerja ini saya menyerah kan kepada pemerintah saja, karena saya pribadi tidak suka dengan ada demo demo yang kurang jelas , dan akhirnya merusak fasilitas pemerintah karena itu sangat merugikan negara dan rakyat itu pendapat saya pribadi"
nama siti nur alysah kelas absen dapat siswa smp tau jelas rancang undang undang hak cipta kerja lai dapat tindak anarkis tindak polisi lihat media pukul mahasiswa lai samar intel tangkap mahasiswa pukul manusia bangsa negara salah contoh tanam nilai pancasila hidup hari emosional luka terima kasih,0,"nama : siti nur alysah <br> kelas : <br> absen : 3<br><br> pendapat saya, siswa smp dan sama hanya ikut ikut saja dan tidak tau penjelasan soal Rancangan Undang-Undang hak cipta kerja dan lainya <br> dan pendapat saya tentang tindakan anarkis, itu tindakan yang benar-benar keterlaluan mungkin ada beberapa polisi yang saya lihat di beberapa media, memukuli mahasiswa dan lainya, sampai juga ada yang menyamar sebagai intel untuk menangkap mahasiswa tersebut bagi saya memukuli sesama manusia, satu bangsa dan negara, adalah salah satu contoh tidak menanamkan nilai pancasila di kehidupan sehari hari, hanya karena emosional bisa melukai seseorang terima kasih"
nama rifan kabar kelas absen dapat ku siswa smp ikut demo bagus siswa siswa ikut demo siswa peristiwa bahaya,0,nama : rifan kabari <br> kelas : <br> absen : 30<br><br> <br> pendapatan ku siswa smp /sama yang mengikuti demo tidak bagus untuk para siswa karena para siswa tidak pantas untuk mengikuti demo dan siswa akan dalam peristiwa berbahaya
nama alfathur rahman kelas absen dapat smpsama ikut demo bagus siswa siswa ikut demo siswa peristiwa bahaya,0,nama: alfathur rahman <br> kelas: <br> absen: 04<br> <br> pendapat saya jika smp/sama mengikuti demo tidak bagus untuk para siswa karena para siswa tidak pantas untuk mengikuti demo dan siswa akan dalam peristiwa berbahaya
rusuh oknum jadi harap demo pancing kondusif suara aspirasi,1,kerusuhan tidak akan terjadi jika tidak ada oknum yang memulai kejadian ini diharapkan para pendemo tidak terpancing yang awalnya kondusif menyuarakan aspirasi mereka
demo brutal bakar bakar halte warung tolong demo sayang fasilitas,1,"boleh saja  demo tapi jangan brutal sampai bakar bakar halte lah, warung lah dan lain lain tolong buat para pendemo sayangi lah fasilitas umum"
pil pahit hukum omnibus jahat ratus atur tumpang tindih semrawut waris rabas habis murka sakit hati wenang rezeki haram dalam habis dalang demo anarkis takut ajak debat uji materi,0,"pil pahit hukum omnibus bagi penjahat ! <br> ratusan peraturan yang saling tumpang tindih, semrawut warisan masa lalu, itu yang harus segera diterabas habis memang banyak yang murka, sakit hati kewenangan dan rezeki haram yang ada di dalamnya akan dihabisi, itulah mereka yang kini menjadi dalang demo anarkis ini dan mereka takut bila diajak debat diuji materi di maka !"
demo otak,0,pendemo tidak ada otak
dewan wakil rakyat perintah evaluasi risiko nilai undang undang celaka tuju dewan wakil rakyat pandemi tega bangat dewan wakil rakyat rakyat demo juang hak suara pandemi dewan wakil rakyat tega hidup,0,Dewan Perwakilan Rakyat dan pemerintah tidak melakukan evaluasi risiko dan penilaian yang tepat jika undang undang celaka itu disetujui Dewan Perwakilan Rakyat pada saat masa pandemi tega bangat Dewan Perwakilan Rakyat buat rakyatnya seperti ini harus demo memperjuangkan hak dan suaranya di masa pandemi ini ini mungkin Dewan Perwakilan Rakyat paling tega sepanjang hidup saya
pikir juta kerja indonesia tolak undang undang hukum omnibus hubung sejahtera buruh tuju metode tarik investor kesejahteran buruh korban positif hukum omnibus deregulasi urus cepat,0,saya pikir akan semua ( jutaan) pekerja indonesia akan menolak undang undang hukum omnibus kalau dijelaskan sebelumnya dan sesudah terutama yang berhubungan dengan kesejahteraan buruh saya sendiri tidak setuju masih ada metode lain untuk menarik investor jangan kesejahteran buruh jadi korban yang positif juga ada di hukum omnibus seperti deregulasi pengurusan makin cepat
paksa undang undang cipta kerja timingnya rentan susup urgensi undang undang sah pandemi dosa undang undang tuju,0,makanya jangan paksakan undang undang cipta kerja timingnya tidak tepat sehingga rentan untuk disusupi apa urgensinya undang undang ini sah pada saat pandemi dosalah anda jika buat undang undang dengan tujuan yang tidak baik
heran oknum demo demo hadir selesai dalang alhasil ujung ujung rakyat salah demo aspirasi,0,saya heran oknum yang demo ini tiap ada demo pasti hadir dan tidak pernah selesai siapa dalang alhasil ujung-ujungnya rakyat disalahkan hanya karena demo untuk menyampaikan aspirasinya
silah demo anarkis,1,silahkan demo tapi jangan anarkis
banyak orang demo erti banyak rame,0,"kebanyakan orang yang ikut demo itu pada tidak mengerti, kebanyakan ikut rame saja "
bakar dewan wakil rakyat halte bikin undang undang dewan wakil rakyat halte,0,sebenarnya yang di bakar itu Dewan Perwakilan Rakyat bukan halte karena yang bikin undang undang itu Dewan Perwakilan Rakyat bukan halte
ayo semangat hidup rakyat indonesia merdeka,1,ayo semangat 👍 <br> hidup rakyat indonesia <br> merdeka💪
suara rakyat tolong dengar abai pimpin bangsa buka mata hati egoisme suara rakyat suara tuhan abai bahaya negara,1,suara rakyat tolong dengarkan jangan abaikan wahai pemimpin bangsa buka mata hati kalian jangan egoisme suara rakyat adalah suara dari tuhan kalau di abaikan bisa berbahaya negara ini
patut rancang undang undang cipta kerja wujud rakyat indonesia kes covid saban tingkat patut perintah pikir pasal covid covid rakyat makan makan perintah sibuk wujud cipta kerja perintah,1,sepatutnya Rancangan Undang-Undang cipta kerja tak perlu wujud di kala rakyat indonesia dengan kes covid yang saban hari terus meningkat sepatutnya pemerintah pikir pasal covid bukan waktu tengah covid rakyat ada yang tak ada makanan untuk dimakan pemerintah sibuk mau wujud cipta kerja pemerintah apakah ini
hilang tamadun manusia emosional ekstrim mudah provokasi melambang status mentalitas integritas rana lemah sirik disiplin adab sistem didik,0,"hilang tamadun manusia dengan emosional ekstrim yang mudah di provokasi melambangkan status mentalitas & integritas kerana kelemahan sirik, disiplin serta peradaban dalam sistem pendidikan"
kasih pulang habib rizieq geger negara,0,tidak usah di kasih pulang itu habib rizieq <br> malah bisa geger di negara
mending demo alih bersih bersih sungai mantap ngerusak,1,mending demonya di alihkan bersih bersih sungai mantap daripada ngerusak
firman allah swt al quran timbul pelbagai kerosakan bala bencana darat laut tangan manusia timbul rana allah rasa sebahagian balas buat buat buruk laku insaf taubat surah rum ayat mustahil allah murka turun gempa tsunami demo rusak bakar hancur negara,0,"firman allah swt dalam al-quran bermaksud: “telah timbul pelbagai kerosakan dan bala bencana di darat dan di laut dengan sebab apa yang telah dilakukan oleh tangan manusia, ( timbulnya yang demikian) kerana allah hendak merasakan mereka sebahagian daripada balasan perbuatan-perbuatan buruk yang mereka lakukan supaya mereka kembali ( insaf dan bertaubat) ” ( surah -rum, ayat 41)<br> <br> tidak mustahil allah murka dan turunkan gempa dan tsunami besar demo apa rusak sana bakar sini, hancur negara sendiri"
tni oh tni bantu khianat rakyat,0,tni oh tni apa kamu bantu para pengkhianat rakyat
kalo mahasiswa bikin rusuh,1,kalo mahasiswa tak pernah bikin rusuh
biar urus terasi perak ajak demo mari laku tindak berani juang mehukuman polisi mehukuman perintah sungguh tanda berani syukur dokumentasi aktivis berani juang penting rakyat harap anggota partai dewan wakil rakyat jabat koruptor demo investasi pahhukuman ha ha ha muak pidato gagah bahasa belepotan penuh sumpah serapah foto foto kamera rekan stasiun televisi harap viral media sosial selfie sempat pamer teman teman gebetan sang aktivis berani juang adil ha ha ha generasi alay lebai lambai jablay kejar receh juang laku huh rusa euforia perhukumanan kuas pahhukuman juang rakyat bagi makan amplop titip jijik,0,"biar cuma urusan terasi naik 10 perak jika diajak demo, mari kita lakukan mengapa? karena tindakan ini membuat kita terlihat berani berjuang mehukuman polisi, mehukuman pemerintah, sungguh seperti tanda keberanian syukurlah ada yang mendokumentasikan inilah aktivis yang berani memperjuangkan kepentingan rakyat harapan menjadi anggota partai, Dewan Perwakilan Rakyat, atau bahkan pejabat mungkin juga menjadi koruptor di masa depan demo sekarang seperti investasi untuk menjadi pahhukuman masa depan kita harus mengatakan ' ,' tidak begitu? ha ha ha sangat memuakkan meskipun pidato di depan umum tampak gagah, sebenarnya bahasanya belepotan dan penuh sumpah serapah foto-foto dari kamera rekan atau stasiun televisi diharapkan bisa menjadi viral di media sosial atau sekadar selfie jika ada kesempatan, untuk dipamerkan kepada teman-teman dan gebetan inilah saya, sang aktivis pemberani, pejuang keadilan ha ha ha generasi alay, lebai, melambai, jablay, hanya mengejar recehan apa perjuangan yang sebenarnya anda lakukan, huh? apakah itu perusakan atau euforia perhukumanan terhadap kekuasan yang membuat anda merasa seperti pahhukuman? perjuangan untuk siapa, rakyat yang sebenarnya, atau mereka yang hanya membagikan makanan dan amplop titipan? menjijikan"
tembak mati hilang rusuh negeri tindak otak radikal dukung perintah,0,tembak mati hilangkan yang buat rusuh di negeri ini tindak tegas di banyak otak radikal lebih banyak yang mendukungmu pemerintah yang tegas
demo bawa bendera merah putih,1,tidak seharusnya pendemo membawa bendera lain selain merah putih
alhamdulilah berkat demo untung tukang rongsok hasil tingkat,1,"alhamdulilah berkat demo ada yang diuntungkan , tukang rongsok penghasilan meningkat"
selamat juang moga sukses jaga hindar provokator rusuh,1,"selamat berjuang, semoga sukses, jaga diri masing masing, hindari provokator , jangan rusuh"
tni polisi republik indonesia jaga total negara satu republik indonesia,1,tni dan Polisi Republik Indonesia jaga total Negara Kesatuan Republik Indonesia
silah kalo bayar pajak negara silah demo acau,1,silahkan kalo bayar pajak untuk negara silahkan demo kalau tidak jangan mengacau
demo batas duduk duduk teriak teriak perintah dengar anggap serius,0,"kalau demo hanya sebatas duduk-duduk dan berteriak-teriak saja, pemerintah tidak akan mendengarkan, mungkin akan dianggap tidak serius"
demo resap,0,"jika demo tidak diresapi, begitulah adanya"
hormat presiden wakil presiden menteri anggota dewan dewan wakil rakyat putus cabut undang undang cipta kerja tolak rakyat indonesia mari pikir tahan jabat demonstrasi luap kecewa tindak bijak khawatir ubah rakyat malu negara tetangga capai sepakat timbul rugi belah himbau anggota polisitni cipta tegang demo saudara juang cari adil polisi tni tugas satu dukung sepenuh hati salam juang saudara,1,"kepada yang terhormat, bapak presiden, wakil presiden, para menteri, dan anggota dewan Dewan Perwakilan Rakyat, segera putuskan untuk mencabut undang-undang cipta kerja yang tolak oleh rakyat seluruh indonesia mari kita berpikir dengan jelas bahwa mempertahankan jabatan sebelum demonstrasi meluapkan kekecewaan mereka adalah tindakan bijak kami sangat khawatir bahwa jika tidak ada perubahan, rakyat akan merasa malu terhadap negara tetangga kita, yang telah mencapai kesepakatan tanpa menimbulkan kerugian besar di kedua belah pihak kami himbau kepada anggota polisi/tni agar tidak menciptakan ketegangan dengan para pendemo, karena mereka adalah saudara kita yang sedang berjuang mencari keadilan lebih baik jika polisi dan tni yang bertugas bersatu dengan mereka, dan kami semua mendukung mereka dengan sepenuh hati salam perjuangan, saudaraku"
wajar rusuh demo dengar dewan wakil rakyat mpr,1,wajarlah rusuh demo tidak didengar sama Dewan Perwakilan Rakyat mpr
demo rusuh pandemi krisis ekonomi rusak,1,demo tidak masalah asalkan jangan rusuh karena sekarang ini lagi pandemi dan krisis ekonomi apalagi sampai merusak
zaman firaun aparat gebukin nangkepin orang protes undang undang sat nabi musa as protes undang undang kuasa uber uber polisi zaman laut tolong allah swt aparat tenggelam,0,"zaman firaun juga ada punya aparat yang gebukin dan nangkepin orang yang protes undang undang sat itu nabi musa as yang selalu protes terhadap undang undang penguasa saat itu, di uber-uber polisi zaman &#39; sampai ke laut pertolongan allah swt datang aparat #39; , tenggelam"
demo anarkis anarkis lucu jago kampung perang setan jago,0,"demo jangan anarkis lah , masa anarkis? lucu jagoan kampung, perang sama setan dong itu baru jagoan"
demo niat cari sensasi mending demo deh buang buang tenaga hasil demo,0,kalau demo cuma niatnya cari sensasi mending tidak usah demo deh buang-buang waktu tenaga dan lain lain tidak ada hasil akhir dari demo
laku kadal gurun radikalisme koruptor provokator antek orba keluarga cendana kroni bikin rusak indonesia,0,kelakuan kadal gurun radikalisme koruptor provokator antek orba keluarga cendana kroninya bikin rusak indonesia !
benda tajam waspada kambing,0,baru bukan benda tajam waspada kambing
khawatir indonesia jabat pakde joko widodo muncul pimpin ganti joko widodo pimpin penuh kasih bangun keras gaya anti presiden susilo bambang yudhoyono bangun motor jalan kmjam pakde joko widodo olah lari kmjam bangun jalan tol tebing kualanamu selesai pimpin presiden capa mari buka mata lihat hasil bangun era pakde joko widodo presiden sulit suka,0,"saya merasa khawatir tentang masa depan indonesia setelah berakhirnya masa jabatan pakde joko widodo apakah akan muncul pemimpin yang mampu gantikan? joko widodo adalah pemimpin yang penuh kasih, membangun tanpa kekerasan, dengan gaya yang anti-biasa jika presiden Susilo Bambang Yudhoyono membangun seperti motor berjalan 70 km/jam, maka pakde joko widodo seolah-olah berlari 350 km/jam pembangunan jalan tol tebing tinggi-kualanamu selesai dalam 1 tahun di bawah kepemimpinan namun, apakah presiden lain akan mampu mencapainya? mari kita buka mata dan lihat hasil pembangunan di era pakde joko widodo presiden lain mungkin akan sulit menyukainya"
susup lindung wajib pakde joko widodo rakyat demo lindung tuhan,1,penyusup sudah dalam lindungan pihak berwajib pakde joko widodo rakyat pendemo dalam lindungan tuhan
bunuh si megawati musnah partai demokrasi indonesia juang pki negara satu republik indonesia bunuh brigade mobil bin halang tangkap tangkap tangkap tangkap si joko widodo pki anak cucu keluarga,0,"bunuh si megawati dan musnahkan Partai Demokrasi Indonesia Perjuangan pki dari Negara Kesatuan Republik Indonesia ini, <br> bunuh Brigade Mobil dan bin yang menghalangi <br> tangkap-tangkap-tangkap-tangkap si joko widodo pki anak cucu dan keluarga ,"
jabat joko widodo doang demo laku bukti pimpin kandang ayam,0,cuma di masa jabat joko widodo doang demo besar terus diberlakukan ini bukti bahwa mereka sangat pantas jadi pemimpin <br> kandang ayam
demo masyarakat buruh ulah perintah dewan wakil rakyat peribahasa asap api api nyala api nyala salah masyarakat buruh demo,0,"demo bukan hanya karena masyarakat dan buruh, tetapi juga karena ulah pemerintah dan Dewan Perwakilan Rakyat meskipun ada peribahasa yang mengatakan 'tidak mungkin ada asap tanpa api,' namun jika api tidak nyala, maka api tidak akan menyala dengan sendirinya oleh karena itu, jangan menyalahkan masyarakat dan buruh jika mereka melakukan demo"
suka demo kerja cari duit makan demo rajin demo orang nganggur mahasiswa hobi nongkrong rajin kuliah demo damai ya dapat pribadi tuju boleh,0,"saya paling tidak suka ada demo, karena tidak bisa kerja cari duit buat makan kalau demo terus, dan yang rajin demo memang sudah pasti orang yang nganggur 🤭 mahasiswa juga yang hobi nongkrong bukan yang rajin kuliah yang demo 🤣 damai ya ini pendapat saya pribadi, tidak setuju diperbolehkan"
akibat demo demo jilid jilid investor kabur produksi barang negeri negeri anggur wanita kerja malam wanita simpan istri sekian tki tinggal keluarga kerja sengsara,0,"akibat sering demo dan demo berjilid-jilid akhirnya investor kabur, produksi barang di luar negeri , dalam negeri banyak pengangguran akhirnya banyak wanita kerja malam , jadi wanita simpanan, jadi istri yang kesekian , jadi tki dan meninggalkan keluarga demi pekerjaan akhirnya kalian sendiri yang sengsara"
anarkis aman jaga negara satu republik indonesia,1,jangan anarkis harus aman jaga Negara Kesatuan Republik Indonesia
moga demo kecuali lindung allah subhanallah amin,1,"semoga pendemo semua tanpa terkecuali, selalu dalam lindungan , allah subhanallah , amin"
